apartmentId,rentalCost,maxOccupancy ,numberOfRooms,location,buildingId
456,381.91,1,2,POINT (-2375.9834059072964 2529.9591391952954),959
457,760.78,2,1,POINT (-2361.3242679569444 4522.880476844184),776
458,409.92,1,4,POINT (-2466.012856848194 2592.227771800973),824
459,773.67,2,3,POINT (-2104.405193411366 3667.258808232208),851
460,465.35,1,2,POINT (-2464.4070029457907 3264.934956124254),885
461,784.27,3,4,POINT (-1359.3835055266122 2567.8791799505025),669
462,885.15,3,3,POINT (-2458.924169428822 2678.418056018557),478
463,887.14,2,2,POINT (-1319.5426563934784 3722.2274220634836),30
464,830.41,2,2,POINT (-1698.0079892149288 3783.0793495919233),965
465,465.35,1,2,POINT (-2356.219940220357 4905.065772221811),498
466,999.36,3,2,POINT (-1268.0777579992553 3893.435107644778),640
467,1080.51,4,2,POINT (-2356.219940220357 4807.871563114835),498
468,709.42,3,2,POINT (-1226.0335983358684 2995.2562131754303),754
469,1159.85,4,2,POINT (-2282.052015704645 4954.366604089821),483
470,416.54,1,2,POINT (-2194.538213274417 2838.0164709864057),131
471,872.13,3,4,POINT (-2492.5233206370804 4559.8020845243145),274
472,1178.37,4,3,POINT (-1159.7579481414848 3725.721049240871),534
473,1144.74,4,3,POINT (-1996.5258614462555 3094.371038681449),505
474,894.76,4,4,POINT (-1558.884041531201 3516.983929494357),532
475,1028.98,2,2,POINT (-1291.0309181621908 4514.497965840588),609
476,791.98,2,4,POINT (-1223.284282151744 3932.790230938864),640
477,959.21,4,3,POINT (-1529.0863411899147 2620.799821233879),622
478,790.77,3,2,POINT (-1206.5527313280495 3302.6974923643133),636
479,773.67,2,4,POINT (-2079.137145156913 3650.6106929224743),851
480,712.67,3,3,POINT (-1130.8113181627405 2817.328059404481),610
481,719.51,2,1,POINT (-1930.8400219491632 2773.773585205633),2
482,559.62,2,1,POINT (-1062.3812299904594 3002.1215906661346),655
483,872.13,3,4,POINT (-2093.124538600331 2770.1920924525903),366
484,846.28,4,4,POINT (-1129.114792459868 3273.838777541121),202
485,691.15,2,2,POINT (-2521.191949079259 4569.7115339721695),274
486,803.79,3,1,POINT (-2249.7800462578525 2506.043282990142),337
487,1047.86,3,3,POINT (-1717.6586980925804 3761.569088727875),965
488,654.76,2,4,POINT (-1449.2997831281382 2620.799821233879),622
489,737.57,2,3,POINT (-2390.2693221306254 4701.931451956684),250
490,910.5,4,1,POINT (-1359.3835055266122 2619.549130218945),669
491,719.51,2,4,POINT (-1069.4421383111785 3492.2812374050454),945
492,838.72,4,4,POINT (-1183.7067920410168 2811.8847887404377),648
493,624.81,1,3,POINT (-742.3590383741014 4484.9398242225725),78
494,388.88,1,3,POINT (-1231.8320891955063 3500.083956993789),566
495,1144.74,4,2,POINT (-2034.1164074964126 3094.371038681449),505
496,644.97,2,2,POINT (-1450.8738582961375 2691.5862913431774),539
497,380.74,1,3,POINT (-1197.4724705160024 2392.859100125612),307
498,907.93,3,2,POINT (-1966.9150615473886 2693.2760658099573),2
499,1077.98,2,1,POINT (-1196.8560226535092 4384.781127920799),158
500,803.92,3,4,POINT (-1610.5223443543068 2813.367518665328),675
501,509.27,1,4,POINT (-1344.716090820415 3889.9316368179843),223
502,861.39,4,2,POINT (-1431.0835359962373 2412.5176676963006),791
503,959.21,4,1,POINT (-1549.032980705359 2607.211622849955),622
504,1010.34,3,1,POINT (-2158.8847679475984 3070.6187933426304),547
505,990.3,2,4,POINT (-760.5535637706074 4468.744216019293),78
506,507.5,1,3,POINT (-1112.661584948115 3805.031831293623),534
507,1171.19,4,4,POINT (-2069.589265858782 3202.6538381163555),629
508,929.39,4,2,POINT (-1671.9194260679508 3383.615740281005),59
509,515.62,1,4,POINT (-1474.1997386620997 3883.465862416033),915
510,993.62,4,3,POINT (-550.3361529454938 4886.6123103088385),1022
511,959.99,3,4,POINT (-2361.3242679569444 4581.945695704893),776
512,741.96,3,2,POINT (-1456.4473384721596 2423.7874457685994),791
513,1299.64,4,1,POINT (-1310.9466805802444 3699.906658370147),30
514,855.86,3,4,POINT (-567.7565018610546 4873.227525333588),1022
515,519.05,1,1,POINT (-1601.6432530219968 3794.37476375718),989
516,907.93,3,3,POINT (-1077.2836471302037 3465.1605771882532),945
517,851.45,2,1,POINT (-670.0361384681796 4866.766649665868),433
518,1054.07,4,1,POINT (-1077.2836471302037 3519.4018976218376),945
519,499.52,1,1,POINT (-2266.1994348898033 5003.11609000739),483
520,381.91,1,4,POINT (-1432.1866950238887 2490.8868534433077),140
521,1231.64,4,4,POINT (-1685.3185365813429 4075.7133468033967),476
522,993.62,4,3,POINT (-1748.628191002931 2896.246156100268),391
523,370.98,1,1,POINT (-2361.0324727249485 2426.631425790066),1008
524,356.34,1,2,POINT (-1130.8113181627405 2900.180320263278),610
525,465.35,1,2,POINT (-2158.723146778084 2525.141681242502),448
526,1155.25,3,3,POINT (-1999.7387684605176 3482.9918834625214),270
527,530.44,1,4,POINT (-1671.5231308437487 4095.9521638112146),476
528,456.39,1,4,POINT (-2252.3844558787523 2675.0897967409323),559
529,1137.19,4,1,POINT (-2236.8016832319227 3082.4410752449303),894
530,930.7,3,3,POINT (-2366.8125352782386 4783.57301083809),498
531,436.06,1,4,POINT (-2048.731216510155 2751.3759024529922),366
532,559.62,2,1,POINT (-1108.7013252400461 3076.5769666578326),1014
533,1038.09,3,2,POINT (-2083.375948595123 3284.51451004066),246
534,907.93,3,1,POINT (-1966.9150615473886 2773.773585205633),2
535,668.74,1,2,POINT (-1175.487046953433 4555.253316069959),176
536,1144.74,4,2,POINT (-1233.2893224694951 3614.432935521804),466
537,850.06,4,2,POINT (-1062.5212960700821 2479.1967061336863),832
538,398.64,1,3,POINT (-1300.5005974065157 2680.4859984349114),661
539,1018.54,3,2,POINT (-1323.2149964041091 3881.505137575263),223
540,995.79,3,4,POINT (-1933.3016986196922 2997.055788283319),577
541,761.49,3,2,POINT (-1222.4019020583357 2383.629318537573),307
542,795.67,2,3,POINT (-1051.0481186469929 3607.5400815960147),703
543,719.18,3,1,POINT (-1064.1345147856075 2409.7445517137694),102
544,660.2,2,4,POINT (-2247.098703128385 2849.4522770820936),131
545,483.25,1,2,POINT (-1997.665610184602 3287.1897835985073),1031
546,976.26,3,1,POINT (-2199.170392318355 3661.0289184064422),60
547,761.49,3,1,POINT (-1613.0453946609055 3631.1979621903865),161
548,1337.48,3,2,POINT (-1214.2069448614607 4477.73471232868),176
549,624.81,1,4,POINT (-724.1645129775955 4468.744216019293),78
550,621.52,2,4,POINT (-1303.2969263511116 2567.8791799505025),669
551,1103.18,4,2,POINT (-2339.722927122974 3100.5339090063185),242
552,813.86,3,2,POINT (-528.2968919760641 4692.663312867456),451
553,861.39,4,4,POINT (-2442.6000759118815 2414.876377658424),1008
554,999.04,3,2,POINT (-2297.9045965194864 4905.61711817225),483
555,894.76,4,1,POINT (-1545.5283449993156 3593.874569832714),532
556,1088.3,2,3,POINT (-1982.343484428326 4572.902176340196),570
557,804.37,2,2,POINT (-1112.661584948115 3725.721049240871),534
558,910.5,4,1,POINT (-1303.2969263511116 2619.549130218945),669
559,1144.74,4,2,POINT (-1996.5258614462555 3135.663302171568),505
560,902.95,4,1,POINT (-1285.2922463067762 3313.712036230446),1025
561,499.52,1,3,POINT (-2297.9045965194864 5003.11609000739),483
562,356.34,1,4,POINT (-1065.8108589501398 2920.893385477977),610
563,951.8,4,2,POINT (-2444.6349653089865 2608.1347987170006),824
564,823.61,4,1,POINT (-1202.908077992538 3011.6191473721665),754
565,930.7,3,2,POINT (-2511.763385691227 3200.5772574963275),971
566,1352.81,4,4,POINT (-1996.9086354284273 4977.970624779415),336
567,507.5,1,4,POINT (-1159.7579481414848 3805.031831293623),534
568,950.23,3,3,POINT (-1201.93937411867 4013.3480779740544),951
569,605.32,2,4,POINT (-1452.2653397579181 2471.3675040326616),140
570,530.44,1,3,POINT (-1671.5231308437487 4055.4745297955787),476
571,475.11,1,3,POINT (-2116.7530502435293 2661.5041947588024),621
572,480,1,4,POINT (-1935.6825744373705 2878.38002516261),977
573,937.21,3,4,POINT (-1097.568390718419 3896.229871821094),293
574,416.54,1,3,POINT (-2247.098703128385 2826.5806648907183),131
575,1059.93,2,2,POINT (-1175.487046953433 4477.73471232868),176
576,807.18,2,3,POINT (-1344.716090820415 3889.9316368179843),223
577,590.57,2,4,POINT (-1226.993143660362 3218.864741533599),600
578,1594.33,4,4,POINT (-1998.4918225603542 4552.187553862719),570
579,1001.18,4,1,POINT (-546.7183538958213 4791.255480725052),797
580,1011.65,2,1,POINT (-1221.7010022681322 4296.996525444156),879
581,1298.43,3,4,POINT (-1307.2623732817392 4476.916402918279),609
582,475.11,1,3,POINT (-1215.0226206881084 3986.226566877643),951
583,967.17,4,2,POINT (-2141.9777234204494 2826.5806648907183),131
584,797.28,3,4,POINT (-1219.3575332548498 3387.294219472372),552
585,884.06,4,1,POINT (-1547.0468829055117 2817.015853468676),899
586,884.06,4,1,POINT (-1623.7057594946937 3655.180302582578),161
587,505.17,1,4,POINT (-2158.8847679475984 3122.656814545463),547
588,1249.62,3,4,POINT (-742.3590383741014 4484.9398242225725),78
589,497.89,1,4,POINT (-2257.17721991463 2989.2616238510836),996
590,515.62,1,2,POINT (-1512.6811722117868 3871.1981672739585),915
591,902.95,4,3,POINT (-1243.3784563674353 3531.847885491007),566
592,380.74,1,2,POINT (-2607.270681970669 3055.5973831255787),108
593,1018.54,3,2,POINT (-1734.4191929334997 3692.7597946110614),844
594,737.57,2,4,POINT (-2442.952276836617 3161.863690138648),971
595,776.25,2,2,POINT (-2209.3483931863348 3160.245994531182),894
596,999.04,3,3,POINT (-2297.9045965194864 5027.490832966176),483
597,465.35,1,1,POINT (-2114.6474042009013 2602.884683527168),448
598,825.25,2,2,POINT (-1395.0105726976412 3810.919525268514),719
599,488.13,1,1,POINT (-2129.673241665819 3683.906923541942),851
600,621.52,2,1,POINT (-1373.4051503204873 2606.631642651834),669
601,691.52,1,3,POINT (-1111.2507784205893 4393.2694155714635),71
602,465.35,1,4,POINT (-2442.952276836617 3200.5772574963275),971
603,826.22,3,1,POINT (-1469.2464226435823 2634.3880196178034),622
604,933.17,4,3,POINT (-2228.90222267179 2520.6679795653527),337
605,819.83,4,2,POINT (-1015.4410351677366 3017.7174656996385),655
606,1103.18,4,3,POINT (-2290.296029011218 4801.983998891783),861
607,453.96,1,4,POINT (-1843.935512637856 3481.309980988731),48
608,372.61,1,1,POINT (-1287.0236360976435 3232.233437428542),600
609,1088.3,2,2,POINT (-1966.195146296298 4552.187553862719),570
610,1341.2,4,3,POINT (-1978.651603736723 3502.161440884299),270
611,1080.51,4,3,POINT (-2460.1550540502694 3152.185298299228),971
612,959.99,3,3,POINT (-1918.7400718849904 2853.426937951559),977
613,1047.86,3,4,POINT (-1717.6586980925804 3804.5896104559715),965
614,781.41,2,1,POINT (-1996.5258614462555 3094.371038681449),505
615,493.01,1,2,POINT (-1215.1257814052028 3636.771970334341),466
616,431.18,1,1,POINT (-562.0139696412994 4810.950875794059),797
617,884.06,4,2,POINT (-2630.6164748890433 3064.0675917101144),108
618,431.18,1,2,POINT (-1772.763515447367 2625.349838476126),960
619,959.99,3,2,POINT (-2403.4346194357254 4581.945695704893),776
620,807.18,2,1,POINT (-2357.3881506490807 5012.334824560589),526
621,439.32,1,4,POINT (-2358.870709199079 2590.634907170782),248
622,582.63,1,2,POINT (-2012.5619210105062 4956.647375350605),336
623,1080.51,4,4,POINT (-2345.627345162475 4783.57301083809),498
624,1205.19,4,1,POINT (-2127.6268310071987 3315.4076167421),246
625,1008.81,3,4,POINT (-2113.0539315087226 3184.479879813082),629
626,1103.18,4,1,POINT (-1188.8561275492316 4040.4695890704656),951
627,803.79,3,3,POINT (-2270.6578698439153 2491.4185864149313),337
628,475.11,1,3,POINT (-2297.9584517280755 4779.708385897831),861
629,1059.93,2,1,POINT (-1214.2069448614607 4555.253316069959),176
630,1182.49,4,1,POINT (-1323.2149964041091 3881.505137575263),223
631,1001.18,4,3,POINT (-531.4227381503433 4810.950875794059),797
632,976.26,3,3,POINT (-2079.137145156913 3683.906923541942),851
633,967.17,4,3,POINT (-2168.2579683474332 2826.5806648907183),131
634,530.44,1,1,POINT (-1245.812529893636 3816.7642680687823),52
635,691.52,1,1,POINT (-1097.9809526236802 4406.404141100893),71
636,488.13,1,4,POINT (-2005.8469578819602 2843.4881662544967),725
637,982.29,4,1,POINT (-2297.9489737512154 2763.3551301619136),892
638,390.51,1,1,POINT (-1180.704739876141 2563.522481673344),944
639,488.13,1,3,POINT (-2191.1236440818916 3680.087853836266),60
640,830.41,2,2,POINT (-1678.3572803372772 3804.5896104559715),965
641,587.99,2,1,POINT (-2504.3540381962953 2481.628836470987),777
642,1015,3,3,POINT (-1171.532038939827 3745.548744754059),534
643,1182.49,4,3,POINT (-1746.4028129882463 3671.8773570744124),844
644,475.11,1,2,POINT (-2385.2344227441945 3052.918391828974),242
645,626.67,2,2,POINT (-1220.8186625213898 3318.570415044307),636
646,907.93,3,2,POINT (-1863.614094415031 3489.744653848632),48
647,865.62,3,4,POINT (-1788.4224314975454 2706.0080696034947),81
648,1165.25,3,1,POINT (-1981.255349846348 4999.293874208223),336
649,603.46,2,2,POINT (-2607.270681970669 3055.5973831255787),108
650,884.06,4,3,POINT (-1197.4724705160024 2392.859100125612),307
651,523.93,1,4,POINT (-1698.0079892149288 3783.0793495919233),965
652,719.51,2,3,POINT (-1957.8963016478324 2793.8979650545516),2
653,475.11,1,3,POINT (-2339.722927122974 3052.918391828974),242
654,1231.64,4,2,POINT (-1781.5987225119893 4068.8788907385324),294
655,665.36,2,1,POINT (-2448.4459957627114 2975.182377746389),739
656,1038.09,3,1,POINT (-1585.6848283952213 3810.988683375015),989
657,925.62,4,1,POINT (-1300.5005974065157 2697.286250559213),661
658,840.72,2,3,POINT (-1263.0768511486292 3831.5928941232187),52
659,480,1,2,POINT (-1952.6250769897506 2903.3331123736607),977
660,380.74,1,2,POINT (-1555.0584159964715 2796.3338303291357),899
661,993.62,4,2,POINT (-2465.778672973931 3104.0547204735794),22
662,1594.33,4,3,POINT (-1998.4918225603542 4593.616798817673),570
663,465.35,1,1,POINT (-2366.8125352782386 4880.767219945067),498
664,719.51,2,1,POINT (-1069.4421383111785 3492.2812374050454),945
665,1208.97,4,1,POINT (-1351.1314429167019 3828.5821530680487),719
666,846.28,4,2,POINT (-1110.054205501422 3261.9052131775397),202
667,842.84,3,4,POINT (-2352.640562507578 2865.632371963492),130
668,1054.07,4,2,POINT (-1843.935512637856 3481.309980988731),48
669,862.37,3,1,POINT (-1655.9649788350994 2625.349838476126),960
670,966.5,3,3,POINT (-2033.159140492209 3287.1897835985073),1031
671,691.15,2,2,POINT (-2521.191949079259 4549.89263507646),274
672,808.5,4,2,POINT (-1004.6554635101361 3073.949548440335),811
673,465.35,1,2,POINT (-2158.723146778084 2486.2701801001685),448
674,507.5,1,3,POINT (-1171.532038939827 3785.2041357804346),534
675,715.93,3,4,POINT (-1199.851719928422 2909.326175390639),710
676,1010.34,3,1,POINT (-2091.7391528335993 3070.6187933426304),547
677,667.94,2,2,POINT (-2373.5445644684123 2884.610915897236),130
678,813.86,3,1,POINT (-1472.3230756694177 2683.7530180975455),539
679,603.46,2,1,POINT (-2630.6164748890433 3064.0675917101144),108
680,509.27,1,1,POINT (-1734.4191929334997 3692.7597946110614),844
681,1594.33,4,4,POINT (-1982.343484428326 4572.902176340196),570
682,580.25,2,3,POINT (-1095.8438546268312 2495.769897064819),832
683,488.13,1,4,POINT (-2199.170392318355 3661.0289184064422),60
684,908.04,3,1,POINT (-1918.4505128898586 2609.526186764549),312
685,691.15,2,3,POINT (-2492.5233206370804 4559.8020845243145),274
686,1337.48,3,1,POINT (-1214.2069448614607 4574.632967005278),176
687,413.11,1,3,POINT (-1429.353143612694 2580.035226082107),622
688,453.96,1,3,POINT (-1077.2836471302037 3465.1605771882532),945
689,976.26,3,4,POINT (-2191.1236440818916 3680.087853836266),60
690,886.78,4,4,POINT (-2375.9834059072964 2493.9258452402546),959
691,800.54,3,4,POINT (-1671.9194260679508 3427.2910956350943),59
692,959.99,3,1,POINT (-2371.8518558266396 4508.114172129008),776
693,1103.18,4,2,POINT (-2290.296029011218 4801.983998891783),861
694,660.2,2,4,POINT (-2194.538213274417 2838.0164709864057),131
695,999.04,3,4,POINT (-2266.1994348898033 5027.490832966176),483
696,910.5,4,1,POINT (-1289.2752815572362 2632.4666177860554),669
697,791.72,2,3,POINT (-2297.9045965194864 4929.991861131035),483
698,465.35,1,3,POINT (-2026.4959190465352 2602.884683527168),448
699,976.26,3,1,POINT (-2104.405193411366 3667.258808232208),851
700,530.44,1,2,POINT (-1790.0333207747115 3740.314890371082),836
701,979.52,3,4,POINT (-2374.068133459862 3212.1159407220166),894
702,618.94,2,2,POINT (-1180.704739876141 2615.334435880475),944
703,715.93,3,2,POINT (-1190.9491044172587 2889.1141360057463),710
704,616.36,2,2,POINT (-1285.2922463067762 3278.6449287620358),1025
705,761.49,3,4,POINT (-1547.0468829055117 2817.015853468676),899
706,906.73,4,4,POINT (-1180.704739876141 2511.710527466212),944
707,840.72,2,3,POINT (-1228.5482086386432 3831.5928941232187),52
708,1579.21,4,4,POINT (-1211.8960246150896 4372.05562084512),158
709,827.39,4,2,POINT (-1117.8112263202204 2920.893385477977),610
710,741.96,3,4,POINT (-2451.331027750198 2519.041052065685),777
711,631.83,2,3,POINT (-1333.0886323717586 2688.886124497062),661
712,616.36,2,2,POINT (-1220.2857220235774 3468.3200284965706),566
713,649.7,2,4,POINT (-2487.390748387402 2608.1347987170006),824
714,966.5,3,3,POINT (-1997.665610184602 3323.628519144538),1031
715,509.27,1,3,POINT (-1746.4028129882463 3671.8773570744124),844
716,1054.07,4,1,POINT (-1863.614094415031 3489.744653848632),48
717,649.7,2,3,POINT (-2444.6349653089865 2576.3207448849457),824
718,418.17,1,3,POINT (-1302.4820872610612 3512.059329801013),924
719,631.83,2,1,POINT (-1300.5005974065157 2680.4859984349114),661
720,761.49,3,4,POINT (-1613.0453946609055 3631.1979621903865),161
721,865.17,4,4,POINT (-1166.9626512230807 3232.233437428542),600
722,439.32,1,2,POINT (-2376.131696641821 2575.003822761773),248
723,603.46,2,3,POINT (-1555.0584159964715 2796.3338303291357),899
724,959.21,4,1,POINT (-1509.1397016744704 2634.3880196178034),622
725,800.54,3,3,POINT (-1633.9538259439432 3427.2910956350943),59
726,819.83,4,3,POINT (-1223.8782379583222 3068.6191349874207),291
727,970.95,4,4,POINT (-1282.4098792735617 3434.234989213228),924
728,1299.64,4,2,POINT (-1319.5426563934784 3722.2274220634836),30
729,706.16,3,4,POINT (-1196.5570261244097 3078.852116162034),291
730,978.51,4,3,POINT (-2373.5445644684123 2846.653828029748),130
731,488.13,1,2,POINT (-2063.0743776053205 3015.6848881259502),725
732,834.94,4,2,POINT (-1100.813430115485 2396.8900692009256),102
733,678.25,2,3,POINT (-2465.778672973931 3056.814237716957),22
734,1383.04,3,2,POINT (-1111.2507784205893 4393.2694155714635),71
735,776.25,2,2,POINT (-2264.2549732775105 3056.506102149513),894
736,636.99,2,3,POINT (-2249.7800462578525 2506.043282990142),337
737,709.42,3,3,POINT (-1202.908077992538 2978.8932789786945),754
738,1276.56,3,4,POINT (-1184.8692145650277 4331.17199443889),879
739,978.51,4,4,POINT (-2331.736560546744 2846.653828029748),130
740,722.44,3,2,POINT (-1183.7067920410168 2715.4569198432737),648
741,776.25,2,3,POINT (-2264.2549732775105 3108.3760483403476),894
742,1182.49,4,2,POINT (-2349.0098963755754 4987.518773091293),526
743,887.14,2,3,POINT (-1310.9466805802444 3699.906658370147),30
744,650.84,1,1,POINT (-1011.8426560600255 5102.799890496844),192
745,925.62,4,4,POINT (-1228.3502153356342 3366.9123715961427),552
746,1018.54,3,4,POINT (-1344.716090820415 3889.9316368179843),223
747,370.98,1,1,POINT (-1431.0835359962373 2412.5176676963006),791
748,380.74,1,4,POINT (-1623.7057594946937 3655.180302582578),161
749,1298.43,3,4,POINT (-1274.7994630426424 4476.916402918279),609
750,1301.68,3,1,POINT (-994.3432495911848 5055.62623751902),192
751,819.83,4,1,POINT (-1083.485265163434 3068.2882291896303),1014
752,760.78,2,2,POINT (-2361.3242679569444 4522.880476844184),776
753,1114.52,4,1,POINT (-1935.6825744373705 2878.38002516261),977
754,636.99,2,4,POINT (-2228.90222267179 2520.6679795653527),337
755,993.62,4,1,POINT (-550.3361529454938 4886.6123103088385),1022
756,761.49,3,3,POINT (-1613.0453946609055 3631.1979621903865),161
757,1247.35,4,1,POINT (-706.5287818001921 4880.471423292969),433
758,907.93,3,1,POINT (-1843.935512637856 3481.309980988731),48
759,840.72,2,4,POINT (-1245.812529893636 3816.7642680687823),52
760,505.17,1,2,POINT (-2091.7391528335993 3122.656814545463),547
761,1103.18,4,2,POINT (-2116.7530502435293 2700.420617097524),621
762,1054.2,4,3,POINT (-1880.2625521343807 2601.0555541036365),312
763,784.27,3,3,POINT (-1289.2752815572362 2580.796667517613),669
764,587.99,2,1,POINT (-2442.6000759118815 2438.3864739217074),1008
765,929.39,4,1,POINT (-1633.9538259439432 3383.615740281005),59
766,865.62,3,1,POINT (-1725.3993970455153 2706.0080696034947),81
767,1059.93,2,1,POINT (-1214.2069448614607 4497.114363264),176
768,719.18,3,4,POINT (-1027.45559945573 2422.599034226613),102
769,761.49,3,1,POINT (-1623.7057594946937 3655.180302582578),161
770,1155.25,3,3,POINT (-2020.8259331843121 3463.822326040744),270
771,590.57,2,3,POINT (-1136.94740500444 3205.4960456386566),600
772,499.68,1,3,POINT (-1223.284282151744 3893.435107644778),640
773,976.26,3,4,POINT (-2079.137145156913 3650.6106929224743),851
774,649.7,2,3,POINT (-2466.012856848194 2592.227771800973),824
775,706.16,3,3,POINT (-1251.1994497922349 3058.3861538128076),291
776,715.93,3,3,POINT (-1199.851719928422 2909.326175390639),710
777,763.83,3,4,POINT (-1412.1080502898594 2510.406202853954),140
778,1059.71,4,3,POINT (-2226.993695594663 2658.0939764871),559
779,825.25,2,1,POINT (-1438.8897024785804 3828.5821530680487),719
780,745.21,3,3,POINT (-1257.0083898790026 3232.233437428542),600
781,784.27,3,2,POINT (-1359.3835055266122 2567.8791799505025),669
782,807.18,2,4,POINT (-1734.4191929334997 3692.7597946110614),844
783,950.23,3,3,POINT (-1201.93937411867 4013.3480779740544),951
784,855.86,3,4,POINT (-567.7565018610546 4873.227525333588),1022
785,493.01,1,1,POINT (-1251.4528635337874 3592.0939007092675),466
786,489.76,1,4,POINT (-2319.1615533686863 3212.1159407220166),894
787,1080.51,4,1,POINT (-2366.8125352782386 4929.364324498556),498
788,737.57,2,4,POINT (-2158.723146778084 2602.884683527168),448
789,959.99,3,4,POINT (-1918.7400718849904 2853.426937951559),977
790,886.78,4,3,POINT (-1432.1866950238887 2490.8868534433077),140
791,519.05,1,4,POINT (-1601.6432530219968 3794.37476375718),989
792,1018.54,3,4,POINT (-2178.2066967713 4808.476104745122),221
793,836.33,3,2,POINT (-1292.4459832673115 3550.9715000949054),924
794,603.46,2,2,POINT (-1547.0468829055117 2817.015853468676),899
795,392.13,1,2,POINT (-1359.3835055266122 2619.549130218945),669
796,1182.49,4,4,POINT (-1746.4028129882463 3671.8773570744124),844
797,840.72,2,3,POINT (-1761.149906110346 4050.736798379685),294
798,966.5,3,1,POINT (-1997.665610184602 3287.1897835985073),1031
799,1156.08,4,2,POINT (-1941.4476888958131 3025.6171017561246),577
800,398.64,1,1,POINT (-1300.5005974065157 2697.286250559213),661
801,761.49,3,3,POINT (-1613.0453946609055 3631.1979621903865),161
802,353.08,1,4,POINT (-1223.8782379583222 3068.6191349874207),291
803,1001.18,4,2,POINT (-1626.7653446820325 2636.245356361672),960
804,995.79,3,4,POINT (-2278.7885042402504 2979.382910231933),996
805,1205.19,4,2,POINT (-2127.6268310071987 3284.51451004066),246
806,822.67,2,3,POINT (-1585.6848283952213 3810.988683375015),989
807,427.93,1,4,POINT (-550.3361529454938 4886.6123103088385),1022
808,475.11,1,1,POINT (-2153.717344187109 2700.420617097524),621
809,421.42,1,4,POINT (-2352.640562507578 2865.632371963492),130
810,567.36,2,2,POINT (-1190.9491044172587 2889.1141360057463),710
811,493.01,1,1,POINT (-1233.2893224694951 3614.432935521804),466
812,423.05,1,4,POINT (-2251.0632903770074 2782.763358650397),892
813,1373.28,3,1,POINT (-1998.4918225603542 4552.187553862719),570
814,709.42,3,2,POINT (-1226.0335983358684 2995.2562131754303),754
815,706.16,3,3,POINT (-1109.3214248131821 3017.7174656996385),655
816,719.51,2,2,POINT (-1863.614094415031 3489.744653848632),48
817,1165.25,3,1,POINT (-1981.255349846348 4956.647375350605),336
818,719.51,2,4,POINT (-1939.8587818487194 2793.8979650545516),2
819,1088.3,2,1,POINT (-1966.195146296298 4552.187553862719),570
820,1507.43,4,2,POINT (-1274.7994630426424 4552.079528762897),609
821,436.06,1,2,POINT (-2026.5345554650667 2779.600187452389),366
822,1047.86,3,4,POINT (-1717.6586980925804 3761.569088727875),965
823,706.16,3,3,POINT (-1109.3214248131821 2986.5257156326306),655
824,634.41,2,3,POINT (-1662.4280260369487 3416.372256796572),59
825,431.18,1,1,POINT (-1801.9631496004336 2614.45432059058),960
826,678.25,2,2,POINT (-567.7565018610546 4873.227525333588),1022
827,395.39,1,1,POINT (-1206.5527313280495 3302.6974923643133),636
828,1156.08,4,3,POINT (-2257.17721991463 2989.2616238510836),996
901,415.89,1,4,POINT (-183.39469999911827 5328.335829851048),386
902,868.54,4,1,POINT (-1645.3753259700366 6183.963719673016),1026
903,793.53,3,4,POINT (-1399.3214530094099 4670.082592855952),804
904,399.16,1,3,POINT (-2633.517834631224 6603.307584710206),436
905,628.86,2,1,POINT (353.46630938349324 5036.394910300052),962
