apartmentId,rentalCost,maxOccupancy ,numberOfRooms,location,buildingId
1356,1010.93,4,1,POINT (-4233.998666983089 4988.096189001213),551
1357,1154.25,4,3,POINT (-4322.6246669923985 5063.426279452253),235
1358,853.44,3,1,POINT (-4201.0204402863965 4891.392283841669),668
1359,1357.96,4,4,POINT (-4083.8425838652183 5249.007590720792),139
1360,1061.22,4,2,POINT (-4578.55748909241 5015.54430776749),95
1361,768.11,2,1,POINT (-3538.2315355629644 7162.6002932874835),143
1362,1594.35,4,2,POINT (-3213.315014336511 6382.94802325138),178
1363,413.72,1,4,POINT (-3319.0105229119213 7516.249751634658),562
1364,1357.96,4,1,POINT (-4039.1732221562415 5249.007590720792),139
1365,853.44,3,2,POINT (-4586.097776446638 4815.025253428146),638
1366,426.72,1,2,POINT (-4201.0204402863965 4891.392283841669),668
1367,1039.72,3,1,POINT (-4202.027453902426 6880.234013901496),666
1368,569.68,1,3,POINT (-3693.1713080094414 7049.664931309948),768
1369,939.46,4,2,POINT (-4416.26497940234 7613.430462562937),848
1370,1005.12,4,2,POINT (-4227.517610997633 7439.645565640758),616
1371,1347.85,3,2,POINT (-3134.7739074608485 6298.465427429669),957
1372,1148.03,3,3,POINT (-3600.0497441287544 6558.026736796865),89
1373,1564.8,4,4,POINT (-3119.5457590521937 6279.856637380921),957
1374,472.21,1,3,POINT (-4240.854188191495 5326.456347742023),642
1375,957.85,2,4,POINT (-3821.5251684243713 6445.583704233178),390
1376,727.8,3,4,POINT (-4432.458431321647 4635.60733054454),362
1377,1564.8,4,1,POINT (-3119.5457590521937 6317.074217478417),957
1378,1311.59,4,3,POINT (-3769.266951831868 6643.9371493404715),948
1379,1135.03,3,4,POINT (-4079.8422350651927 5075.71588841395),79
1380,872.02,2,1,POINT (-3810.4546170358453 7158.25513746027),867
1381,1305.26,4,4,POINT (-3673.3867802192894 6943.7790026882485),778
1382,1044.95,4,2,POINT (-4491.422467817034 5049.405280376917),415
1383,992.34,4,2,POINT (-3313.834575184353 7410.998461783006),818
1384,1357.96,4,2,POINT (-3922.184935930726 5655.636275798803),300
1385,1143.69,3,1,POINT (-4062.5995169211433 5374.95778660315),829
1386,724.4,2,2,POINT (-4568.814577541565 5046.631478745841),95
1387,1305.26,4,4,POINT (-3653.2809292718393 6958.416817249572),778
1388,374.73,1,1,POINT (-4584.368731486514 7155.9069636684535),21
1389,652.3,2,1,POINT (-4500.973447034674 4816.8881400610535),247
1390,617.97,2,4,POINT (-4602.758597842296 7604.489701961552),11
1391,534.02,1,4,POINT (-4068.5739080513963 7040.187826447679),407
1392,992.34,4,1,POINT (-3313.834575184353 7323.2818465817845),818
1393,872.21,2,3,POINT (-4138.639971743418 5464.111535592655),896
1394,933.82,2,1,POINT (-3286.069076202844 6620.496821973378),815
1395,450.03,1,2,POINT (-4338.252772636635 7217.675876721237),528
1396,1403.23,4,2,POINT (-3842.923645886846 6429.993027987555),390
1397,573.34,2,2,POINT (-4588.788594815711 7076.2404077290485),288
1398,930.39,2,4,POINT (-3483.726309376247 6460.971645545169),184
1399,530.69,1,1,POINT (-3920.3785417346553 7113.806642306358),687
1400,1277.77,4,4,POINT (-4052.8109206458794 5505.969150083777),896
1401,534.02,1,2,POINT (-4002.8963568364775 7139.382337615582),407
1402,1035.16,3,1,POINT (-3787.2835058194933 7444.296955675183),38
1403,1277.77,4,4,POINT (-4160.0972345178025 5495.504746460996),896
1404,374.73,1,3,POINT (-4576.104565512134 7136.203574822169),21
1405,701.81,3,1,POINT (-4540.795251794218 6999.394029243442),316
1406,496.03,1,3,POINT (-3594.233653455765 7334.725144714689),1040
1407,437.92,1,2,POINT (-4416.695042561156 4977.450007835247),748
1408,1061.38,3,1,POINT (-3920.3785417346553 7163.711898319493),687
1409,435.38,1,3,POINT (-4292.475664341306 4902.454727302533),551
1410,909.76,3,4,POINT (-4242.735828860157 5081.3865615235845),667
1411,677.38,2,4,POINT (-3893.849676459249 7448.4341724081205),535
1412,824.84,4,2,POINT (-4463.741301356779 7068.071620530996),737
1413,992.34,4,2,POINT (-3323.451449057451 7432.927615583311),818
1414,768.11,2,3,POINT (-3581.037298689358 7172.023379646174),143
1415,694.08,2,4,POINT (-4499.445899819149 4977.450007835247),748
1416,440.99,1,4,POINT (-4434.422104212888 7428.9951763507015),468
1417,900.07,3,2,POINT (-4585.173062094722 4906.278483922188),191
1418,1081.34,4,2,POINT (-4115.283920203475 7351.021406601507),99
1419,479.13,1,3,POINT (-4208.9329983659945 5557.091112268996),186
1420,392.12,1,1,POINT (-4359.956232976078 4838.595589589593),897
1421,1087.37,3,3,POINT (-4129.130489432364 6960.034345846996),785
1422,951.46,3,4,POINT (-4255.048421588328 7164.441147048659),613
1423,547.26,1,4,POINT (-3467.256865457481 6696.251403134467),705
1424,1232.23,4,2,POINT (-4130.202984857153 6891.30453948321),565
1425,881.99,3,3,POINT (-4449.8840082154675 7416.02161258647),468
1426,749.47,3,3,POINT (-4584.368731486514 7155.9069636684535),21
1427,1277.77,4,4,POINT (-4074.268183420264 5516.433553706558),896
1428,829.72,3,3,POINT (-4507.177101861951 7503.549114210993),378
1429,749.5,2,2,POINT (-4233.8201965357175 7326.64230223635),127
1430,1094.51,3,2,POINT (-3377.2656655605465 6635.6901286041675),705
1431,802.77,2,1,POINT (-3998.5977761677677 6552.870791611558),501
1432,841.13,2,2,POINT (-4130.202984857153 6891.30453948321),565
1433,925.72,4,1,POINT (-4475.244076269436 5133.751002248975),883
1434,748.43,2,2,POINT (-4227.336286275546 5374.572809539084),642
1435,465.71,1,3,POINT (-4307.515858505396 6659.270436138345),310
1436,413.72,1,2,POINT (-3311.1496739275576 7541.831722834495),562
1437,1327.79,4,2,POINT (-4045.5529659403674 5399.110982880176),829
1438,631.9,2,1,POINT (-4500.939887921801 5116.566482675666),883
1439,491.7,1,2,POINT (-3997.0758684949005 7372.999529353406),970
1440,753.8,3,3,POINT (-4586.9431311742255 7246.7904683381175),911
1441,1112.5,4,3,POINT (-4191.794124594452 5617.599106368998),186
1442,1005.92,2,4,POINT (-3373.332985264014 6448.96019624757),283
1443,427.38,1,2,POINT (-3867.255165438025 7440.728021402516),535
1444,409.39,1,2,POINT (-3203.833411679996 7213.180296940709),92
1445,1023.95,4,4,POINT (-4434.422104212888 7428.9951763507015),468
1446,1012.99,3,1,POINT (-4057.692510296058 6573.4075152679825),501
1447,1074.38,3,2,POINT (-3802.489894851786 7281.266886020678),963
1448,710.48,3,2,POINT (-4427.797589566513 7054.325309150965),737
1449,694.08,2,1,POINT (-4520.133614133648 4895.949941161112),748
1450,589.18,1,2,POINT (-3267.9265412308396 6628.086768527013),815
1451,1056.19,4,4,POINT (-4258.580996603396 5064.105567084209),667
1452,1327.79,4,1,POINT (-4079.646067901919 5399.110982880176),829
1453,974.74,3,4,POINT (-3922.626876156967 7236.8015838257925),976
1454,426.72,1,4,POINT (-3393.061110989168 7157.163565368814),859
1455,969.24,3,2,POINT (-3495.4257724365707 7172.023379646174),143
1456,926.95,2,2,POINT (-3958.4276880307434 5655.636275798803),300
1457,1483.7,4,1,POINT (-3842.233268724438 5270.65499580854),624
1458,772.46,2,3,POINT (-3922.626876156967 7282.4185261867715),976
1459,389.9,1,3,POINT (-4583.825739742862 7612.940521286146),11
1460,1100.37,3,3,POINT (-3764.409378911013 7108.472593579752),867
1461,930.39,2,3,POINT (-3483.726309376247 6539.720903427784),184
1462,759.4,2,1,POINT (-4124.780262092645 5743.086391053597),376
1463,1061.38,3,4,POINT (-4130.202984857153 6891.30453948321),565
1464,444.61,1,3,POINT (-3399.6239274729933 7315.793402301746),346
1465,694.08,2,2,POINT (-4437.382756875654 4895.949941161112),748
1466,1086.37,4,3,POINT (-4395.678548619602 5061.710720749834),572
1467,1044.05,3,1,POINT (-4117.67459440478 7065.838655002575),545
1468,1277.99,3,1,POINT (-3868.7887302507797 5243.136529299663),624
1469,841.13,2,3,POINT (-4130.202984857153 6891.30453948321),565
1470,839.93,4,2,POINT (-4574.579557760531 7091.464803636176),288
1471,576.77,2,4,POINT (-4411.7126526365555 4644.449348411632),362
1472,440.99,1,1,POINT (-4449.8840082154675 7416.02161258647),468
1473,759.4,2,4,POINT (-4226.071872137537 5496.583118168994),186
1474,1171.87,4,3,POINT (-4225.765819325961 6654.484640435858),605
1475,723.47,3,3,POINT (-3250.453564031748 7818.903748934763),733
1476,994.22,3,1,POINT (-4304.84496030652 5054.285923041136),235
1477,900.07,3,2,POINT (-4471.613534604054 5032.934361558275),415
1478,432.88,1,3,POINT (-4349.886551736498 7507.586472900703),616
1479,990.81,4,1,POINT (-3368.163022869141 7165.251937314562),859
1480,900.07,3,3,POINT (-4511.231401030014 5065.876199195559),415
1481,398.69,1,3,POINT (-4449.548264617071 5116.566482675666),883
1482,1357.96,4,4,POINT (-4039.1732221562415 5294.618977445807),139
1483,567.51,1,4,POINT (-4236.870047051758 5179.71407381679),79
1484,374.73,1,4,POINT (-4576.104565512134 7136.203574822169),21
1485,398.69,1,4,POINT (-4449.548264617071 5150.9355218222845),883
1486,676.33,2,1,POINT (-4593.803238940883 4837.0293414946),638
1487,604.34,1,4,POINT (-3800.1266909618967 6429.993027987555),390
1488,1176.04,4,3,POINT (-3939.503042039478 6573.4075152679825),501
1489,661.87,2,2,POINT (-4193.842844934759 5815.668581309632),658
1490,772.46,2,2,POINT (-3875.1436726401644 7236.8015838257925),976
1491,1010.93,4,1,POINT (-4214.50633453035 4936.711311982004),551
1492,1212.11,4,2,POINT (-4117.67459440478 7025.013439613104),545
1493,944.41,3,3,POINT (-4167.108228026315 5289.4813671957),598
1494,530.69,1,2,POINT (-3867.6898916994483 7113.806642306358),687
1495,1174.02,3,3,POINT (-3493.808117611702 6480.658960015822),184
1496,361.74,1,2,POINT (-3307.201970027637 7807.902106279754),733
1497,720.96,2,1,POINT (-4242.735828860157 5081.3865615235845),667
1498,479.13,1,4,POINT (-4183.224687708681 5587.345109318997),186
1499,779.79,3,2,POINT (-4602.758597842296 7604.489701961552),11
1500,1112.5,4,4,POINT (-4175.242288185326 6545.9328594316685),57
1501,841.13,2,3,POINT (-3867.6898916994483 7163.711898319493),687
1502,802.77,2,2,POINT (-4028.1451432319127 6563.13915343977),501
1503,597.37,2,2,POINT (-4579.0797589232825 7267.629836792702),911
1504,1277.77,4,3,POINT (-4074.268183420264 5495.504746460996),896
1505,676.33,2,4,POINT (-4516.502623981289 7428.746803754581),84
1506,574.01,1,1,POINT (-3554.4323779079987 6558.026736796865),89
1507,944.41,3,4,POINT (-4227.336286275546 5278.339885944963),642
1508,530.69,1,4,POINT (-4228.134177787675 7056.028133578915),724
1509,1096.43,4,1,POINT (-4133.06096860814 5249.200826571999),598
1510,404.6,1,3,POINT (-4485.176712325218 7602.587584324485),848
1511,1100.37,3,2,POINT (-3764.409378911013 7158.25513746027),867
1512,1207.08,4,4,POINT (-4179.4862462488745 6818.961926396172),666
1513,933.82,2,2,POINT (-3286.069076202844 6620.496821973378),815
1514,587.01,1,3,POINT (-3473.6445011407923 6520.033588957131),184
1515,426.72,1,3,POINT (-3393.061110989168 7157.163565368814),859
1516,1139.36,3,1,POINT (-3693.1713080094414 7143.903444636746),768
1517,641.28,2,3,POINT (-4347.353246479461 7602.587584324485),848
1518,1362.99,4,3,POINT (-3453.4808846698825 6441.284331074515),184
1519,759.4,2,1,POINT (-4124.780262092645 5660.153645236451),376
1520,872.02,2,3,POINT (-3775.920688442221 7170.700773430399),867
1521,550.19,1,4,POINT (-3810.4546170358453 7158.25513746027),867
1522,1564.8,4,1,POINT (-3134.7739074608485 6298.465427429669),957
1523,854.76,3,4,POINT (-3284.983953565058 7301.352692781479),818
1524,772.46,2,2,POINT (-3875.1436726401644 7282.4185261867715),976
1525,945.76,3,1,POINT (-4233.8201965357175 7248.6155609285015),127
1526,939.46,4,3,POINT (-4347.353246479461 7624.273340801388),848
1527,1081.34,4,4,POINT (-4101.3436770590015 6461.50956241243),721
1528,772.46,2,4,POINT (-3863.2728717609634 7248.205819416037),976
1529,925.72,4,2,POINT (-4475.244076269436 5133.751002248975),883
1530,829.72,3,1,POINT (-4507.177101861951 7542.97976303824),378
1531,738.13,2,4,POINT (-4093.0097943044816 6481.1265029823135),721
1532,969.24,3,4,POINT (-3495.4257724365707 7153.177206928792),143
1533,1087.37,3,4,POINT (-4151.756519130573 6975.810493637413),785
1534,374.73,1,3,POINT (-4584.368731486514 7155.9069636684535),21
1535,1068.05,3,4,POINT (-4052.1545202476664 7015.389198655703),407
1536,935.75,3,2,POINT (-4409.8721566364475 5045.171378572817),572
1537,404.6,1,2,POINT (-4312.897380018021 7624.273340801388),848
1538,472.21,1,4,POINT (-4254.372090107446 5254.281655046432),642
1539,543.69,1,4,POINT (-4106.504459734156 6975.810493637413),785
1540,895.3,2,3,POINT (-3769.266951831868 6737.769624697127),948
1541,376.9,1,4,POINT (-4586.9431311742255 7246.7904683381175),911
1542,543.69,1,1,POINT (-4129.130489432364 6960.034345846996),785
1543,487.37,1,2,POINT (-3922.626876156967 7236.8015838257925),976
1544,854.76,3,4,POINT (-3323.451449057451 7389.069307982701),818
1545,589.18,1,2,POINT (-3267.9265412308396 6628.086768527013),815
1546,727.8,3,1,POINT (-4432.458431321647 4635.60733054454),362
1547,865.76,3,1,POINT (-4349.886551736498 7416.998596554109),616
1548,990.81,4,1,POINT (-3368.163022869141 7165.251937314562),859
1549,759.4,2,1,POINT (-4344.452303596164 6594.347107643116),57
1550,1174.02,3,2,POINT (-3433.3172681989727 6559.408217898438),184
1551,1009.4,3,4,POINT (-4174.165447974297 6654.484640435858),605
1552,881.99,3,3,POINT (-4434.422104212888 7428.9951763507015),468
1553,411.56,1,2,POINT (-4520.72445028796 4799.4732453708675),247
1554,661.87,2,2,POINT (-4256.478683484973 5801.734568216811),658
1555,749.47,3,3,POINT (-4576.104565512134 7136.203574822169),21
1556,673.92,1,2,POINT (-3119.5457590521937 6279.856637380921),957
1557,657.54,2,2,POINT (-4434.874589912966 7542.97976303824),378
1558,472.21,1,4,POINT (-4167.108228026315 5249.200826571999),598
1559,895.3,2,4,POINT (-3769.266951831868 6925.434575410439),948
1560,803.09,3,3,POINT (-3387.1360810753495 7420.454434171537),402
1561,584.84,1,4,POINT (-4095.0099242924625 5237.604744039539),139
1562,969.24,3,1,POINT (-3538.2315355629644 7162.6002932874835),143
1563,617.97,2,3,POINT (-4583.825739742862 7612.940521286146),11
1564,786.19,2,1,POINT (-3609.9478165908977 7352.163997449594),1040
1565,958.25,3,1,POINT (-4200.363561480223 5647.853103418999),186
1566,676.33,2,3,POINT (-4586.097776446638 4815.025253428146),638
1567,1035.16,3,3,POINT (-3765.991924163507 7453.379751992392),38
1568,1169.69,3,4,POINT (-4083.8425838652183 5249.007590720792),139
1569,786.19,2,4,POINT (-3578.519490320632 7317.286291979784),1040
1570,1270.69,4,3,POINT (-3467.256865457481 6635.6901286041675),705
1571,1148.03,3,2,POINT (-3600.0497441287544 6514.242848380338),89
1572,910.48,4,1,POINT (-4313.918749611201 4838.595589589593),897
1573,784.25,3,2,POINT (-4405.993716340956 4838.595589589593),897
1574,823.11,3,2,POINT (-4481.2224437813875 4834.3030347512395),247
1575,1031.05,4,4,POINT (-4014.983183275004 7422.81158954829),182
1576,872.21,2,2,POINT (-4160.0972345178025 5474.575939215436),896
1577,1368.02,4,3,POINT (-3286.069076202844 6620.496821973378),815
1578,398.69,1,3,POINT (-4500.939887921801 5116.566482675666),883
1579,574.01,1,4,POINT (-3554.4323779079987 6514.242848380338),89
1580,950.57,4,1,POINT (-3285.5428727400104 7237.620539414684),92
1581,724.4,2,3,POINT (-4588.300400643255 4984.4571367891385),95
1582,556.17,2,3,POINT (-4580.138686257654 7008.662374002434),316
1583,870.77,3,4,POINT (-4331.460329246782 5005.224481340949),551
1584,537.19,1,1,POINT (-3802.489894851786 7234.768026941383),963
1585,383.6,1,1,POINT (-3268.8986156548335 7641.3645045801995),513
1586,677.38,2,1,POINT (-3313.834575184353 7410.998461783006),818
1587,827.44,3,4,POINT (-3319.0105229119213 7516.249751634658),562
1588,676.33,2,3,POINT (-4201.0204402863965 4891.392283841669),668
1589,631.9,2,4,POINT (-4449.548264617071 5116.566482675666),883
1590,506.49,1,4,POINT (-4087.2398773602035 6583.675877096195),501
1591,600.8,2,4,POINT (-4503.988170041366 4735.108702736576),994
1592,1124.29,3,2,POINT (-3693.4926311667396 6958.416817249572),778
1593,411.56,1,3,POINT (-4481.2224437813875 4799.4732453708675),247
1594,519.86,1,2,POINT (-4190.75685007565 6788.32588264351),666
1595,1201.79,4,3,POINT (-4115.025055963963 6796.8447193486645),1005
1596,820.35,2,4,POINT (-3787.2835058194933 7444.296955675183),38
1597,713.29,2,1,POINT (-4360.129321835155 7227.9622308273465),528
1598,673.92,1,2,POINT (-3119.5457590521937 6317.074217478417),957
1599,580.2,2,1,POINT (-3324.5781138055304 7755.314857560063),226
1600,383.6,1,3,POINT (-3318.2481685138528 7641.3645045801995),513
1601,1473.64,4,2,POINT (-3393.8037222508806 6456.850123549659),283
1602,772.46,2,4,POINT (-3922.626876156967 7282.4185261867715),976
1603,1112.5,4,4,POINT (-4113.378496345067 5722.353204599311),376
1604,1032.35,4,2,POINT (-3491.2177486930696 7315.793402301746),346
1605,1044.95,4,4,POINT (-4491.422467817034 5049.405280376917),415
1606,820.35,2,3,POINT (-3765.991924163507 7453.379751992392),38
1607,686.1,2,4,POINT (-4349.886551736498 7552.880411073998),616
1608,703.8,2,4,POINT (-4124.442934465811 7422.81158954829),182
1609,435.38,1,2,POINT (-4214.50633453035 5005.224481340949),551
1610,530.69,1,3,POINT (-4130.202984857153 6891.30453948321),565
1611,935.75,3,3,POINT (-4395.678548619602 5061.710720749834),572
1612,465.71,1,3,POINT (-4115.283920203475 7302.650118466236),99
1613,634.66,1,2,POINT (-3373.332985264014 6448.96019624757),283
1614,875.13,4,2,POINT (-4579.0797589232825 7267.629836792702),911
1615,950.57,4,3,POINT (-3285.5428727400104 7213.180296940709),92
1616,839.93,4,4,POINT (-4588.788594815711 7076.2404077290485),288
1617,686.1,2,4,POINT (-4300.938975440952 7416.998596554109),616
1618,621.5,2,3,POINT (-4613.959919638699 5136.6586014369295),120
1619,881.99,3,1,POINT (-4449.8840082154675 7416.02161258647),468
1620,506.49,1,4,POINT (-3969.0504091036228 6563.13915343977),501
1621,657.54,2,3,POINT (-4434.874589912966 7503.549114210993),378
1622,1403.23,4,4,POINT (-3800.1266909618967 6461.1743804788),390
1623,738.13,2,1,POINT (-4161.3549714993205 7351.021406601507),99
1624,1010.93,4,1,POINT (-4214.50633453035 4970.967896661477),551
1625,784.12,3,4,POINT (-4584.344494183642 7365.069828118356),465
1626,900.07,3,3,POINT (-4471.613534604054 5032.934361558275),415
1627,759.4,2,4,POINT (-4136.182027840223 5680.886831690737),376
1628,1176.04,4,3,POINT (-3909.955674975333 6563.13915343977),501
1629,392.06,1,4,POINT (-4593.207025131936 7397.716604327183),465
1630,963.28,4,4,POINT (-4525.252729849197 7503.549114210993),378
1631,749.5,2,2,POINT (-4243.5046303855 7229.10887560154),127
1632,749.47,3,4,POINT (-4584.368731486514 7155.9069636684535),21
1633,472.21,1,2,POINT (-4227.336286275546 5302.398116843493),642
1634,844.95,4,1,POINT (-4411.7126526365555 4644.449348411632),362
1635,587.01,1,2,POINT (-3483.726309376247 6460.971645545169),184
1636,1100.37,3,1,POINT (-3764.409378911013 7108.472593579752),867
1637,677.38,2,2,POINT (-3313.834575184353 7323.2818465817845),818
1638,759.4,2,4,POINT (-4113.378496345067 5680.886831690737),376
1639,1081.34,4,3,POINT (-4337.9358436349885 6649.646648801221),310
1640,392.06,1,3,POINT (-4593.207025131936 7463.010156744836),465
1641,677.38,2,2,POINT (-3323.451449057451 7432.927615583311),818
1642,574.01,1,3,POINT (-3611.454085683943 6525.18882048447),89
1643,641.28,2,1,POINT (-4381.8091129409 7602.587584324485),848
1644,621.4,2,2,POINT (-4575.481963235348 7332.423051909529),465
1645,787.9,2,3,POINT (-4322.6246669923985 5063.426279452253),235
1646,1232.23,4,1,POINT (-4219.629175266111 7035.285723644132),724
1647,1270.69,4,4,POINT (-3354.767865586313 6620.549809971593),705
1648,992.34,4,4,POINT (-3867.255165438025 7456.140323413725),535
1649,969.63,4,2,POINT (-4131.207006384545 5829.602594402453),658
1650,905.31,4,3,POINT (-4602.758597842296 7604.489701961552),11
1651,1061.22,4,4,POINT (-4578.55748909241 5015.54430776749),95
1652,713.29,2,2,POINT (-4511.231401030014 5065.876199195559),415
1653,1124.29,3,3,POINT (-3653.2809292718393 6929.141188126925),778
1654,1081.34,4,4,POINT (-4277.095873375803 6649.646648801221),310
1655,1207.08,4,4,POINT (-4168.215642422099 6788.32588264351),666
1656,824.84,4,1,POINT (-4499.6850131470455 7081.817931911028),737
1657,676.33,2,2,POINT (-3393.061110989168 7157.163565368814),859
1658,1277.99,3,3,POINT (-3815.677807198096 5298.173462317416),624
1659,758.13,3,3,POINT (-4431.323604919651 4695.8403940366825),994
1660,870.77,3,3,POINT (-4292.475664341306 5005.224481340949),551
1661,567.51,1,3,POINT (-4048.4366726678795 5179.71407381679),79
1662,517.58,1,4,POINT (-4124.47996625509 6772.24476774538),1005
1663,1112.5,4,1,POINT (-4183.224687708681 5647.853103418999),186
1664,621.4,2,1,POINT (-4575.481963235348 7528.30370916249),465
1665,994.22,3,3,POINT (-4304.84496030652 5054.285923041136),235
1666,839.93,4,4,POINT (-3193.7051580358593 7829.905391589771),733
1667,732.14,3,2,POINT (-3266.5793492043804 7755.314857560063),226
1668,1081.34,4,2,POINT (-4307.515858505396 6659.270436138345),310
1669,560.58,1,3,POINT (-3842.081144512526 7032.056092889358),568
1670,839.93,4,3,POINT (-4574.579557760531 7091.464803636176),288
1671,1023.95,4,4,POINT (-4434.422104212888 7428.9951763507015),468
1672,841.13,2,4,POINT (-4228.134177787675 7056.028133578915),724
1673,1124.29,3,4,POINT (-3673.3867802192894 6943.7790026882485),778
1674,853.44,3,3,POINT (-4593.803238940883 4837.0293414946),638
1675,383.6,1,3,POINT (-4584.719945687293 4739.946539702664),913
1676,1032.35,4,3,POINT (-3514.1162039980886 7296.715028196336),346
1677,738.13,2,4,POINT (-4161.3549714993205 7302.650118466236),99
1678,530.69,1,3,POINT (-4130.202984857153 6891.30453948321),565
1679,784.12,3,3,POINT (-4593.207025131936 7528.30370916249),465
1680,1068.05,3,4,POINT (-3986.4769690327475 7015.389198655703),407
1681,935.75,3,2,POINT (-4409.8721566364475 5045.171378572817),572
1682,787.9,2,3,POINT (-4322.6246669923985 5063.426279452253),235
1683,491.7,1,4,POINT (-3832.6372492870696 7372.999529353406),970
1684,902.92,2,1,POINT (-3703.2483321320997 7026.105302978248),768
1685,829.72,3,1,POINT (-4416.7989619257205 7503.549114210993),378
1686,1129.74,3,4,POINT (-3769.266951831868 6831.602100053783),948
1687,872.02,2,3,POINT (-3764.409378911013 7158.25513746027),867
1688,872.02,2,1,POINT (-3775.920688442221 7170.700773430399),867
1689,1357.96,4,4,POINT (-4039.1732221562415 5249.007590720792),139
1690,607.99,2,3,POINT (-3318.2481685138528 7599.189716477424),513
1691,676.33,2,1,POINT (-4586.097776446638 4815.025253428146),638
1692,748.43,2,2,POINT (-4133.06096860814 5289.4813671957),598
1693,537.19,1,4,POINT (-3762.4923320077446 7234.768026941383),963
1694,957.85,2,3,POINT (-3821.5251684243713 6445.583704233178),390
1695,990.81,4,4,POINT (-4593.803238940883 4837.0293414946),638
1696,676.33,2,3,POINT (-4201.0204402863965 4891.392283841669),668
1697,1068.15,2,3,POINT (-3134.7739074608485 6298.465427429669),957
1698,900.07,3,2,POINT (-4338.252772636635 7217.675876721237),528
1699,890.69,4,3,POINT (-4584.719945687293 4697.617539507538),913
1700,767.2,3,3,POINT (-4616.8276422669405 4697.617539507538),913
1701,1098,4,1,POINT (-4243.5046303855 7307.135616909387),127
1702,1277.99,3,2,POINT (-3868.7887302507797 5408.24732835292),624
1703,759.4,2,4,POINT (-4136.182027840223 5639.420458782164),376
1704,1061.22,4,1,POINT (-4568.814577541565 5046.631478745841),95
1705,935.75,3,1,POINT (-4395.678548619602 5061.710720749834),572
1706,427.38,1,3,POINT (-3284.983953565058 7301.352692781479),818
1707,992.34,4,2,POINT (-3323.451449057451 7389.069307982701),818
1708,1068.15,2,3,POINT (-3119.5457590521937 6279.856637380921),957
1709,1061.38,3,4,POINT (-3907.2063792258537 7176.188212322777),687
1710,861.72,2,3,POINT (-4151.756519130573 6975.810493637413),785
1711,686.65,1,2,POINT (-3225.8933312424388 6396.09664632048),178
1712,676.33,2,2,POINT (-3368.163022869141 7165.251937314562),859
1713,465.71,1,1,POINT (-4126.8016830274355 7363.114228635324),99
1714,802.77,2,2,POINT (-3998.5977761677677 6552.870791611558),501
1715,1171.87,4,4,POINT (-4120.2260407589465 7165.112134498323),321
1716,910.48,4,1,POINT (-4571.994688820043 5103.992269992135),120
1717,1074.38,3,2,POINT (-3762.4923320077446 7281.266886020678),963
1718,861.72,2,2,POINT (-4106.504459734156 6975.810493637413),785
1719,484.62,1,2,POINT (-3581.037298689358 7172.023379646174),143
1720,1039.72,3,3,POINT (-4190.75685007565 6849.597970148834),666
1721,944.41,3,1,POINT (-4167.108228026315 5289.4813671957),598
1722,376.9,1,3,POINT (-4586.9431311742255 7246.7904683381175),911
1723,720.96,2,1,POINT (-4258.580996603396 5064.105567084209),667
1724,457.04,1,3,POINT (-4588.300400643255 4984.4571367891385),95
1725,676.33,2,3,POINT (-3393.061110989168 7157.163565368814),859
1726,1473.64,4,1,POINT (-3393.8037222508806 6456.850123549659),283
1727,809.2,3,1,POINT (-4312.897380018021 7602.587584324485),848
1728,1317.73,4,3,POINT (-4048.4366726678795 5138.114799655654),79
1729,703.8,2,4,POINT (-4097.077996668109 7409.520667070145),182
1730,1104.62,4,2,POINT (-4334.244917025952 7164.441147048659),613
1731,890.69,4,1,POINT (-3330.5855567286076 7588.646019451729),513
1732,703.8,2,3,POINT (-4151.807872263513 7409.520667070145),182
1733,607.99,2,3,POINT (-4584.719945687293 4739.946539702664),913