participantId,householdSize,haveKids,age,educationLevel,interestGroup,joviality
671,2,FALSE,51,HighSchoolOrCollege,C,0.270624129
672,1,FALSE,22,Bachelors,I,0.470322266
673,1,FALSE,23,Low,I,0.051798314
674,1,FALSE,43,HighSchoolOrCollege,F,0.543992757
675,1,FALSE,55,HighSchoolOrCollege,A,0.545251458
676,1,FALSE,37,HighSchoolOrCollege,J,0.068612756
677,1,FALSE,47,HighSchoolOrCollege,A,0.137446199
678,1,FALSE,38,Bachelors,D,0.90601112
679,1,FALSE,54,Graduate,F,0.980481087
680,1,FALSE,48,Low,C,0.141341978
681,1,FALSE,51,HighSchoolOrCollege,G,0.440943662
682,1,FALSE,32,HighSchoolOrCollege,B,0.392351739
683,1,FALSE,31,Graduate,G,0.241410497
684,1,FALSE,30,Graduate,C,0.411069142
685,1,FALSE,42,Bachelors,A,0.599260494
686,1,FALSE,21,Bachelors,C,0.786524128
687,1,FALSE,48,HighSchoolOrCollege,G,0.954361914
688,1,FALSE,50,HighSchoolOrCollege,J,0.434048369
689,1,FALSE,49,Bachelors,G,0.42355875
690,1,FALSE,50,Low,C,0.467859308
691,1,FALSE,36,Graduate,D,0.609420425
692,1,FALSE,54,Graduate,C,0.560883015
693,1,FALSE,39,HighSchoolOrCollege,B,0.402956862
694,1,FALSE,55,HighSchoolOrCollege,J,0.391601344
695,1,FALSE,55,Bachelors,H,0.54286479
696,1,FALSE,44,Bachelors,H,0.452363587
697,1,FALSE,26,HighSchoolOrCollege,A,0.976239224
698,1,FALSE,24,Bachelors,C,0.674877675
699,1,FALSE,33,HighSchoolOrCollege,A,0.055989127
700,1,FALSE,28,HighSchoolOrCollege,I,0.907301342
701,1,FALSE,50,HighSchoolOrCollege,G,0.440877016
702,1,FALSE,49,Bachelors,J,0.288396985
703,1,FALSE,49,HighSchoolOrCollege,F,0.609793327
704,1,FALSE,44,HighSchoolOrCollege,C,0.746716458
705,1,FALSE,50,HighSchoolOrCollege,E,0.692283941
706,1,FALSE,24,HighSchoolOrCollege,I,0.404529522
707,1,FALSE,57,HighSchoolOrCollege,F,0.275811473
708,1,FALSE,23,HighSchoolOrCollege,J,0.570765537
709,1,FALSE,52,HighSchoolOrCollege,G,0.100837923
710,1,FALSE,50,Bachelors,F,0.324954076
711,1,FALSE,27,Bachelors,D,0.942801579
712,1,FALSE,51,HighSchoolOrCollege,C,0.325503058
713,1,FALSE,22,Bachelors,D,0.11885355
714,1,FALSE,50,Graduate,C,0.905015948
715,1,FALSE,58,Graduate,D,0.373642689
716,1,FALSE,20,Bachelors,H,0.132319548
717,1,FALSE,36,HighSchoolOrCollege,G,0.318139199
718,1,FALSE,19,Graduate,E,0.839634412
719,1,FALSE,47,Low,F,0.960391982
720,1,FALSE,56,Graduate,C,0.930475595
721,1,FALSE,24,Bachelors,I,0.232407811
722,1,FALSE,35,HighSchoolOrCollege,E,0.634111119
723,1,FALSE,55,HighSchoolOrCollege,E,0.315916767
724,1,FALSE,50,Low,B,0.241785645
725,1,FALSE,57,HighSchoolOrCollege,A,0.624709649
726,1,FALSE,20,HighSchoolOrCollege,A,0.502901494
727,1,FALSE,58,Bachelors,J,0.945430646
728,1,FALSE,38,Low,H,0.037220396
729,1,FALSE,19,HighSchoolOrCollege,H,0.465075787
730,1,FALSE,48,HighSchoolOrCollege,A,0.748473896
731,1,FALSE,44,Bachelors,B,0.619208795
732,1,FALSE,41,Graduate,A,0.240042805
733,1,FALSE,50,Low,J,0.298490597
734,1,FALSE,38,Bachelors,H,0.522010625
735,1,FALSE,51,Low,F,0.063256748
736,1,FALSE,46,HighSchoolOrCollege,B,0.130649539
737,1,FALSE,43,Bachelors,F,0.933937799
738,1,FALSE,23,Bachelors,G,0.879171582
739,1,FALSE,49,HighSchoolOrCollege,I,0.68222841
740,1,FALSE,41,HighSchoolOrCollege,A,0.409040073
741,1,FALSE,49,HighSchoolOrCollege,C,0.187180439
742,1,FALSE,57,HighSchoolOrCollege,I,0.091096884
743,1,FALSE,51,Bachelors,C,0.077442954
744,1,FALSE,57,HighSchoolOrCollege,G,0.447644949
745,1,FALSE,50,HighSchoolOrCollege,J,0.10382656
746,1,FALSE,19,HighSchoolOrCollege,G,0.588102942
747,1,FALSE,36,HighSchoolOrCollege,A,0.066469676
748,1,FALSE,26,Graduate,E,0.874661744
749,1,FALSE,58,HighSchoolOrCollege,G,0.017790641
750,1,FALSE,30,Bachelors,G,0.262320121
751,1,FALSE,32,Graduate,E,0.77217008
752,1,FALSE,47,Graduate,E,0.736149674
753,1,FALSE,21,Bachelors,J,0.339503386
754,1,FALSE,34,Bachelors,A,0.17565975
755,1,FALSE,58,HighSchoolOrCollege,C,0.414137953
756,3,TRUE,28,Low,C,0.933334008
757,3,TRUE,58,HighSchoolOrCollege,I,0.797833033
758,3,TRUE,56,HighSchoolOrCollege,C,2.04E-04
759,3,TRUE,54,Graduate,I,0.880468848
760,3,TRUE,31,HighSchoolOrCollege,H,0.751787305
761,3,TRUE,29,Low,H,0.7844507
762,3,TRUE,22,HighSchoolOrCollege,C,0.815990235
763,3,TRUE,27,Graduate,F,0.338259596
764,3,TRUE,52,HighSchoolOrCollege,C,0.12564865
765,3,TRUE,29,Graduate,E,0.740682908
766,3,TRUE,38,HighSchoolOrCollege,F,0.573952621
767,3,TRUE,18,HighSchoolOrCollege,J,0.268937352
768,3,TRUE,28,HighSchoolOrCollege,G,0.808558886
769,3,TRUE,28,Graduate,D,0.289569911
770,3,TRUE,32,Bachelors,G,0.623466515
771,3,TRUE,51,Low,J,0.24609694
772,3,TRUE,38,Graduate,A,0.806871224
773,3,TRUE,23,Low,E,0.546776461
774,3,TRUE,32,HighSchoolOrCollege,J,0.854523316
775,3,TRUE,41,HighSchoolOrCollege,J,0.453217413
776,3,TRUE,34,Bachelors,D,0.321067111
777,3,TRUE,48,HighSchoolOrCollege,D,0.112504967
778,3,TRUE,18,HighSchoolOrCollege,J,0.449689991
779,3,TRUE,31,HighSchoolOrCollege,G,0.193751151
780,3,TRUE,35,Low,H,0.442987521
781,3,TRUE,42,HighSchoolOrCollege,J,0.1411042
782,3,TRUE,30,Bachelors,J,0.834580963
783,3,TRUE,47,HighSchoolOrCollege,B,0.377309384
784,3,TRUE,54,HighSchoolOrCollege,D,0.517238511
785,3,TRUE,55,HighSchoolOrCollege,I,0.747594455
786,3,TRUE,23,HighSchoolOrCollege,B,0.001365799
787,3,TRUE,37,HighSchoolOrCollege,H,0.14514474
788,3,TRUE,31,HighSchoolOrCollege,A,0.415138085
789,3,TRUE,35,HighSchoolOrCollege,I,0.839157196
790,3,TRUE,55,Low,D,0.706306798
791,3,TRUE,36,HighSchoolOrCollege,G,0.865257446
792,3,TRUE,47,Low,D,0.972081828
793,3,TRUE,40,HighSchoolOrCollege,I,0.695900691
794,3,TRUE,41,Low,B,0.818566502
795,3,TRUE,50,HighSchoolOrCollege,A,0.517422334
796,3,TRUE,58,HighSchoolOrCollege,F,0.430036143
797,3,TRUE,30,HighSchoolOrCollege,J,0.665923892
798,3,TRUE,36,Bachelors,I,0.96008167
799,3,TRUE,49,HighSchoolOrCollege,E,0.992601749
800,3,TRUE,50,Graduate,I,0.027591944
801,3,TRUE,43,Graduate,I,0.490190335
802,3,TRUE,18,Low,J,0.493231932
803,3,TRUE,43,HighSchoolOrCollege,B,0.217382928
804,3,TRUE,18,HighSchoolOrCollege,A,0.468583888
805,3,TRUE,19,HighSchoolOrCollege,I,0.328587955
806,3,TRUE,23,Low,B,0.437718862
807,3,TRUE,27,HighSchoolOrCollege,F,0.033479552
808,3,TRUE,56,HighSchoolOrCollege,E,0.8452362
809,3,TRUE,43,HighSchoolOrCollege,B,0.457280127
810,3,TRUE,46,HighSchoolOrCollege,C,0.144875993
811,3,TRUE,27,Graduate,D,0.030335914
812,3,TRUE,44,HighSchoolOrCollege,F,0.619525261
813,3,TRUE,29,HighSchoolOrCollege,F,0.539387528
814,3,TRUE,54,Bachelors,F,0.44174758
815,3,TRUE,38,HighSchoolOrCollege,F,0.521630433
816,3,TRUE,20,Low,G,0.206406844
817,3,TRUE,35,Low,J,0.501048865
818,3,TRUE,22,HighSchoolOrCollege,F,0.758474429
819,3,TRUE,18,Graduate,C,0.283066289
820,3,TRUE,44,Bachelors,E,0.065357535
821,3,TRUE,35,HighSchoolOrCollege,H,0.053564289
822,3,TRUE,57,HighSchoolOrCollege,B,0.202769644
823,3,TRUE,22,Graduate,A,0.269842118
824,3,TRUE,40,Low,E,0.904248183
825,3,TRUE,26,HighSchoolOrCollege,H,0.780884351
826,3,TRUE,28,Graduate,J,0.610736625
827,3,TRUE,38,HighSchoolOrCollege,G,0.97254096
828,3,TRUE,27,HighSchoolOrCollege,A,0.813680504
829,3,TRUE,26,HighSchoolOrCollege,B,0.280151127
830,3,TRUE,57,Bachelors,G,0.152431791
831,3,TRUE,55,Low,H,0.60769828
832,2,FALSE,47,Low,G,0.249719036
833,2,FALSE,22,HighSchoolOrCollege,D,0.139770688
834,2,FALSE,24,HighSchoolOrCollege,F,0.408977137
835,2,FALSE,49,Bachelors,D,0.957400017
836,2,FALSE,53,HighSchoolOrCollege,A,0.201801545
837,2,FALSE,49,HighSchoolOrCollege,F,0.048428984
838,2,FALSE,52,Bachelors,E,0.221489156
839,2,FALSE,29,Low,G,0.980908737
840,2,FALSE,47,Bachelors,E,0.469113963
841,2,FALSE,57,Graduate,G,0.655361489
842,2,FALSE,39,HighSchoolOrCollege,H,0.636640992
843,2,FALSE,59,Bachelors,H,0.683850663
844,2,FALSE,46,Bachelors,H,0.659909909
845,2,FALSE,40,HighSchoolOrCollege,G,0.234712133
846,2,FALSE,44,Low,J,0.247843267
847,2,FALSE,28,HighSchoolOrCollege,H,0.948917655
848,2,FALSE,34,Graduate,B,0.633519504
849,2,FALSE,30,Bachelors,I,0.828259584
850,2,FALSE,57,Bachelors,C,0.631431974
851,2,FALSE,19,Graduate,D,0.677712189
852,2,FALSE,50,HighSchoolOrCollege,F,0.30005276
853,2,FALSE,33,HighSchoolOrCollege,H,0.42856627
854,2,FALSE,28,Bachelors,B,0.042899175
855,2,FALSE,56,HighSchoolOrCollege,A,0.547588054
856,2,FALSE,38,HighSchoolOrCollege,J,0.370060753
857,2,FALSE,57,Bachelors,H,0.853049624
858,2,FALSE,31,HighSchoolOrCollege,J,0.87924161
859,2,FALSE,60,HighSchoolOrCollege,B,0.7135266
860,2,FALSE,29,HighSchoolOrCollege,D,0.839802108
861,2,FALSE,59,Bachelors,H,0.332054621
862,2,FALSE,53,HighSchoolOrCollege,H,0.997604884
863,2,FALSE,59,Bachelors,F,0.807449064
864,2,FALSE,49,HighSchoolOrCollege,I,0.416211045
865,2,FALSE,39,HighSchoolOrCollege,F,0.115098336
866,2,FALSE,42,Bachelors,I,0.997670843
867,2,FALSE,35,HighSchoolOrCollege,H,0.709526793
868,2,FALSE,51,HighSchoolOrCollege,I,0.38081745
869,2,FALSE,53,Graduate,I,0.495487226
870,2,FALSE,32,Bachelors,F,0.820903516
871,2,FALSE,48,Graduate,I,0.067887485
872,2,FALSE,37,HighSchoolOrCollege,C,0.928387676
873,2,FALSE,58,Bachelors,J,0.282834314
874,2,FALSE,55,Graduate,F,0.891019925
875,2,FALSE,35,HighSchoolOrCollege,B,0.535316197
876,2,FALSE,60,HighSchoolOrCollege,F,0.289402134
877,2,FALSE,24,Bachelors,J,0.573668238
878,2,FALSE,40,Bachelors,J,0.337456142
879,2,FALSE,53,Bachelors,A,0.353813394
880,2,FALSE,49,Bachelors,J,0.021946709
881,2,FALSE,53,Bachelors,C,0.889292896
882,2,FALSE,44,Graduate,G,0.20389365
883,2,FALSE,43,HighSchoolOrCollege,A,0.020957045
884,2,FALSE,51,Low,A,0.384062608
885,2,FALSE,60,HighSchoolOrCollege,E,0.280787048
886,2,FALSE,28,HighSchoolOrCollege,I,0.550077037
887,2,FALSE,22,HighSchoolOrCollege,C,0.983190272
888,2,FALSE,31,Graduate,B,0.643407835
889,2,FALSE,19,Bachelors,A,0.126644557
890,2,FALSE,21,Graduate,G,0.875200368
891,2,FALSE,28,Graduate,G,0.554827306
892,2,FALSE,46,HighSchoolOrCollege,H,0.03022743
893,2,FALSE,46,Graduate,F,0.540411016
894,2,FALSE,44,Bachelors,D,0.550025961
895,2,FALSE,40,Bachelors,A,0.628664697
896,2,FALSE,28,HighSchoolOrCollege,B,0.692154335
897,2,FALSE,50,HighSchoolOrCollege,B,0.385248792
898,2,FALSE,60,Graduate,J,0.486920328
899,2,FALSE,59,Graduate,B,0.544405537
900,2,FALSE,60,HighSchoolOrCollege,D,0.89356989
901,2,FALSE,37,HighSchoolOrCollege,F,0.480241663
902,2,FALSE,27,HighSchoolOrCollege,E,0.063125207
903,2,FALSE,23,Bachelors,G,0.210131243
904,2,FALSE,59,Bachelors,B,0.161994033
905,2,FALSE,50,Bachelors,J,0.533005979
906,2,FALSE,22,Bachelors,E,0.930669564
907,2,FALSE,31,HighSchoolOrCollege,F,0.632828416
908,2,FALSE,29,Bachelors,I,0.598767089
909,2,FALSE,44,HighSchoolOrCollege,I,0.014316555
910,2,FALSE,41,Bachelors,D,0.652990074
911,2,FALSE,50,HighSchoolOrCollege,C,0.303588097
912,2,FALSE,28,Graduate,H,0.933377794
913,2,FALSE,55,Bachelors,J,2.65E-04
914,2,FALSE,44,Graduate,D,0.405713393
915,2,FALSE,40,Bachelors,B,0.992351674
916,2,FALSE,38,Bachelors,D,0.784906863
917,2,FALSE,32,Bachelors,G,0.431612119
918,2,FALSE,33,Graduate,A,0.230593991
919,2,FALSE,56,HighSchoolOrCollege,C,0.283020728
920,2,FALSE,52,HighSchoolOrCollege,J,0.96153717
921,2,FALSE,52,Bachelors,G,0.931029947
922,2,FALSE,55,Bachelors,A,0.046984156
923,2,FALSE,55,HighSchoolOrCollege,E,0.8563378
924,2,FALSE,31,HighSchoolOrCollege,H,0.275547256
925,2,FALSE,42,HighSchoolOrCollege,J,0.132602239
926,1,FALSE,57,HighSchoolOrCollege,A,0.185717667
927,1,FALSE,58,Bachelors,D,0.093249599
928,1,FALSE,20,Bachelors,G,0.445184451
929,1,FALSE,43,HighSchoolOrCollege,E,0.777990984
930,1,FALSE,41,HighSchoolOrCollege,F,0.203002706
931,1,FALSE,30,HighSchoolOrCollege,I,0.88226691
932,1,FALSE,23,HighSchoolOrCollege,J,0.522667054
933,1,FALSE,53,HighSchoolOrCollege,D,0.097293702
934,1,FALSE,42,Graduate,B,0.536881382
935,1,FALSE,42,HighSchoolOrCollege,D,0.441937538
936,1,FALSE,33,Bachelors,F,0.235105787
937,1,FALSE,44,Bachelors,C,0.240105908
938,1,FALSE,60,HighSchoolOrCollege,F,0.679262409
939,1,FALSE,35,Low,J,0.880292697
940,1,FALSE,34,Bachelors,D,0.807027625
941,1,FALSE,50,Bachelors,J,0.840828509
942,1,FALSE,48,Bachelors,I,0.715480626
943,1,FALSE,50,Bachelors,H,0.449546034
944,1,FALSE,48,Graduate,B,0.660069967
945,1,FALSE,21,Bachelors,A,0.819895146
946,1,FALSE,60,HighSchoolOrCollege,J,0.010975349
947,1,FALSE,41,HighSchoolOrCollege,J,0.116646459
948,1,FALSE,26,Graduate,E,0.880591759
949,1,FALSE,19,HighSchoolOrCollege,A,0.380395715
950,1,FALSE,27,Bachelors,H,0.131920315
951,1,FALSE,25,Bachelors,E,0.932155545
952,1,FALSE,27,HighSchoolOrCollege,B,0.148548085
953,1,FALSE,45,Graduate,G,0.846871205
954,1,FALSE,41,Bachelors,F,0.556397418
955,1,FALSE,42,Graduate,A,0.305318637
956,1,FALSE,32,Graduate,F,0.217082066
957,1,FALSE,31,HighSchoolOrCollege,H,0.549042649
958,1,FALSE,33,Bachelors,H,0.301470597
959,1,FALSE,58,HighSchoolOrCollege,F,0.349445327
960,1,FALSE,35,Low,I,0.570251922
961,1,FALSE,21,Graduate,F,0.91308015
962,1,FALSE,45,Bachelors,H,0.890386981
963,1,FALSE,30,HighSchoolOrCollege,G,0.132914203
964,1,FALSE,50,HighSchoolOrCollege,I,0.455351665
965,1,FALSE,29,HighSchoolOrCollege,E,0.258533986
966,1,FALSE,46,Low,F,0.119913514
967,1,FALSE,33,HighSchoolOrCollege,A,0.950638773
968,1,FALSE,54,HighSchoolOrCollege,J,0.982251017
969,1,FALSE,45,Bachelors,A,0.172802708
970,1,FALSE,53,HighSchoolOrCollege,E,0.129766383
971,1,FALSE,54,HighSchoolOrCollege,G,0.159548434
972,1,FALSE,29,HighSchoolOrCollege,H,0.360847428
973,1,FALSE,20,Bachelors,D,0.274541862
974,1,FALSE,24,Bachelors,C,0.345104613
975,1,FALSE,47,HighSchoolOrCollege,B,0.086367063
976,1,FALSE,26,Bachelors,J,0.077140899
977,1,FALSE,52,Bachelors,E,0.502257508
978,1,FALSE,44,HighSchoolOrCollege,D,0.398379338
979,1,FALSE,30,HighSchoolOrCollege,C,0.357706459
980,1,FALSE,54,HighSchoolOrCollege,H,0.548974082
981,1,FALSE,35,HighSchoolOrCollege,F,0.458594873
982,1,FALSE,53,Bachelors,J,0.098639485
983,1,FALSE,44,Graduate,G,0.21831518
984,1,FALSE,35,Low,I,0.969600048
985,1,FALSE,46,HighSchoolOrCollege,E,0.198499294
986,1,FALSE,57,Bachelors,I,0.301652515
987,1,FALSE,20,Bachelors,B,0.182773504
988,1,FALSE,32,HighSchoolOrCollege,H,0.315707809
989,1,FALSE,57,HighSchoolOrCollege,F,0.659934449
990,1,FALSE,37,HighSchoolOrCollege,E,0.833977506
991,1,FALSE,21,Low,C,0.970492609
992,1,FALSE,48,Bachelors,F,0.280018247
993,1,FALSE,31,Graduate,I,0.905125735
994,1,FALSE,42,HighSchoolOrCollege,J,0.932521377
995,1,FALSE,60,HighSchoolOrCollege,C,0.444802157
996,1,FALSE,55,HighSchoolOrCollege,J,0.572648773
997,1,FALSE,48,Graduate,I,0.128853966
998,1,FALSE,53,Bachelors,H,0.335018383
999,1,FALSE,48,Bachelors,F,0.254432893
1000,1,FALSE,56,Graduate,B,0.983012498
1001,1,FALSE,49,Graduate,C,0.043433461
1002,1,FALSE,51,HighSchoolOrCollege,G,0.323610205
1003,1,FALSE,48,HighSchoolOrCollege,F,0.336785107
1004,1,FALSE,41,HighSchoolOrCollege,B,0.070626542
1005,1,FALSE,47,Bachelors,F,0.356881322
1006,1,FALSE,19,HighSchoolOrCollege,J,0.639268458
1007,1,FALSE,40,HighSchoolOrCollege,B,0.934347783
1008,1,FALSE,23,Graduate,C,0.163721028
1009,1,FALSE,39,Low,B,0.828330134
1010,1,FALSE,52,HighSchoolOrCollege,D,0.17538799